"employee_key";"date_key";"ending_balance";"investment_risk_profile"
5;20;16196.0;"High"
5;21;17970.0;"High"
5;22;17562.0;"High"
5;23;19364.0;"Medium"
5;24;20161.0;"High"
5;25;20405.0;"Low"
5;26;21763.0;"High"
5;27;21376.0;"Low"
5;28;21772.0;"High"
5;29;22261.0;"Low"
5;30;22108.0;"Medium"
5;31;23245.0;"Medium"
5;32;23494.0;"Medium"
5;33;25467.0;"Low"
5;34;27401.0;"Low"
5;35;27074.0;"Medium"
5;36;27854.0;"Low"
5;37;29515.0;"Low"
5;38;29914.0;"Medium"
5;39;29870.0;""
5;40;30688.0;"High"
5;41;31180.0;"High"
5;42;32244.0;"High"
5;43;34208.0;"Medium"
5;44;34891.0;"Medium"
5;45;36076.0;"Medium"
5;46;37282.0;"Low"
5;47;37146.0;"High"
5;48;36743.0;"Medium"
5;49;38595.0;"Medium"
5;50;40094.0;"High"
5;51;41676.0;"Medium"
5;52;43375.0;"Low"
5;53;44368.0;"High"
5;54;45222.0;"Low"
5;55;45893.0;"Medium"
5;56;46345.0;"Medium"
5;57;46976.0;"Medium"
5;58;47976.0;"Medium"
5;59;47813.0;"Low"
5;60;48235.0;"Medium"
6;1;5732.0;"Low"
6;2;7050.0;"Medium"
6;3;8611.0;"Low"
6;4;9194.0;"Low"
6;5;9967.0;"Medium"
6;6;10526.0;"Medium"
6;7;10617.0;"Medium"
6;8;12478.0;"Medium"
6;9;12729.0;"High"
6;10;14270.0;"Low"
6;11;14181.0;"Low"
6;12;13753.0;"Low"
6;13;13941.0;"Low"
6;14;13531.0;"Medium"
6;15;15145.0;"High"
6;16;14798.0;"Medium"
6;17;15370.0;"Medium"
6;18;15446.0;"Low"
6;19;17110.0;"High"
6;20;17309.0;"Medium"
6;21;18850.0;"Medium"
6;22;20315.0;"Low"
6;23;20233.0;"Medium"
6;24;21890.0;"High"
6;25;23100.0;"Medium"
6;26;24525.0;""
6;27;24495.0;"Medium"
6;28;26058.0;"High"
6;29;26848.0;"Medium"
6;30;28819.0;"Medium"
6;31;28424.0;"Low"
6;32;29971.0;"High"
6;33;30358.0;"Medium"
6;34;31314.0;"Low"
6;35;31537.0;"High"
6;36;33020.0;"High"
6;37;32547.0;"High"
6;38;33503.0;"High"
6;39;33366.0;""
6;40;34667.0;"Low"
6;41;34726.0;"High"
6;42;36111.0;"Medium"
6;43;35836.0;"Medium"
6;44;36549.0;"Low"
6;45;38524.0;"High"
6;46;38328.0;"High"
6;47;40266.0;"Low"
6;48;40786.0;"High"
6;49;40667.0;"High"
6;50;42363.0;"Medium"
6;51;43494.0;"Medium"
6;52;43501.0;"Low"
6;53;43285.0;"High"
6;54;42875.0;"High"
6;55;44095.0;"Medium"
6;56;44398.0;"Low"
6;57;46139.0;""
6;58;46401.0;"Low"
6;59;46745.0;"High"
6;60;47432.0;"Medium"
7;1;7612.0;"Low"
7;2;8007.0;"Low"
7;3;7695.0;"Medium"
7;4;8562.0;"High"
7;5;9323.0;"Low"
7;6;9041.0;"Low"
7;7;9112.0;"High"
7;8;9342.0;""
7;9;9423.0;"Medium"
7;10;9298.0;"High"
7;11;9014.0;"Medium"
7;12;9961.0;"High"
7;13;9634.0;"High"
7;14;10914.0;"Low"
7;15;11327.0;"High"
7;16;12502.0;"Medium"
7;17;13419.0;"High"
7;18;13031.0;"Low"
7;19;14432.0;"Medium"
7;20;15515.0;"Medium"
7;21;15761.0;"High"
7;22;15634.0;"High"
7;23;15599.0;"High"
7;24;15177.0;"Low"
7;25;16811.0;""
7;26;16944.0;"High"
7;27;18813.0;"Medium"
7;28;18522.0;"High"
7;29;18240.0;"Low"
7;30;18374.0;""
7;31;18120.0;"High"
7;32;19079.0;"Low"
7;33;18606.0;"High"
7;34;20238.0;"Medium"
7;35;20466.0;"Medium"
7;36;22377.0;"Medium"
7;37;24087.0;"High"
7;38;25716.0;"Medium"
7;39;27187.0;"Low"
7;40;27682.0;"High"
7;41;29331.0;"High"
7;42;31071.0;"Low"
7;43;32622.0;"Low"
7;44;34302.0;"Medium"
7;45;34364.0;"High"
7;46;34578.0;"Medium"
7;47;35196.0;""
7;48;35966.0;""
7;49;37810.0;"Low"
7;50;38286.0;"High"
7;51;38112.0;"High"
7;52;38969.0;"Medium"
7;53;39230.0;""
7;54;39154.0;"Medium"
7;55;41110.0;"High"
7;56;40894.0;"Medium"
7;57;42772.0;"Low"
7;58;43302.0;"Medium"
7;59;45065.0;"Low"
7;60;45043.0;"Medium"
8;1;2782.0;"High"
8;2;3199.0;"Medium"
8;3;4262.0;"Low"
8;4;5793.0;"High"
8;5;5651.0;"High"
8;6;7222.0;"Medium"
8;7;7735.0;"Low"
8;8;7450.0;""
8;9;7522.0;"Medium"
8;10;7977.0;"Medium"
8;11;8740.0;"High"
8;12;9950.0;"High"
8;13;10459.0;"Low"
8;14;10448.0;"High"
8;15;11157.0;"Medium"
8;16;12647.0;"Low"
8;17;12373.0;"Low"
8;18;13079.0;"Medium"
8;19;13620.0;""
8;20;14933.0;"Low"
8;21;15424.0;"Low"
8;22;16299.0;"Medium"
8;23;16292.0;"Medium"
8;24;17855.0;"Low"
8;25;18761.0;"Low"
8;26;19969.0;"High"
8;27;21159.0;"Medium"
8;28;22201.0;"High"
8;29;23635.0;"Medium"
8;30;23490.0;"High"
8;31;25172.0;"Low"
8;32;25641.0;"Low"
8;33;27102.0;"Low"
8;34;27267.0;"Medium"
8;35;28758.0;"Medium"
8;36;30093.0;"Low"
8;37;30112.0;"Low"
8;38;31703.0;""
8;39;32032.0;"High"
8;40;33099.0;"Low"
8;41;33834.0;"Medium"
8;42;33479.0;"Low"
8;43;33822.0;"Low"
8;44;35412.0;"Medium"
8;45;36964.0;"High"
8;46;37932.0;"High"
8;47;38773.0;"High"
8;48;39007.0;"Medium"
8;49;38613.0;"High"
8;50;39113.0;"High"
8;51;39124.0;"High"
8;52;41085.0;"Low"
8;53;40791.0;"High"
8;54;42382.0;"High"
8;55;42010.0;"Medium"
8;56;41658.0;"Medium"
8;57;43379.0;"Medium"
8;58;44391.0;"Medium"
8;59;45895.0;"Low"
8;60;46209.0;"Low"
9;1;6091.0;"Medium"
9;2;6038.0;"Medium"
9;3;7908.0;""
9;4;9464.0;"Medium"
9;5;11367.0;"High"
9;6;11521.0;"Medium"
9;7;12585.0;"Low"
9;8;14156.0;"Low"
9;9;16049.0;"Medium"
9;10;16628.0;"Medium"
9;11;18195.0;"High"
9;12;19110.0;"High"
9;13;20763.0;"Medium"
9;14;22037.0;"Medium"
9;15;23187.0;"Medium"
9;16;24122.0;"High"
9;17;25279.0;"High"
9;18;24997.0;""
9;19;25819.0;"Medium"
9;20;27070.0;"High"
9;21;28438.0;"Medium"
9;22;29921.0;"Medium"
9;23;31139.0;"High"
9;24;32881.0;"High"
9;25;34284.0;"Medium"
9;26;35449.0;"High"
9;27;35325.0;"Medium"
9;28;35835.0;"Low"
9;29;35632.0;"Medium"
9;30;36310.0;"High"
9;31;36506.0;"High"
9;32;36937.0;"High"
9;33;37729.0;"Medium"
9;34;38710.0;"Medium"
9;35;38832.0;"Medium"
9;36;40381.0;"High"
9;37;40114.0;"Medium"
9;38;39648.0;"Low"
9;39;40054.0;"High"
9;40;40768.0;""
9;41;40683.0;"High"
9;42;41988.0;"High"
9;43;43291.0;"Medium"
9;44;43726.0;"Low"
9;45;44735.0;"Medium"
9;46;44366.0;"Low"
9;47;45703.0;"High"
9;48;46921.0;"Low"
9;49;48573.0;"High"
9;50;48314.0;"Low"
9;51;48744.0;"Medium"
9;52;49258.0;"Medium"
9;53;50295.0;"Medium"
9;54;49970.0;"Medium"
9;55;50994.0;"Low"
9;56;52046.0;"Low"
9;57;51804.0;"Medium"
9;58;52008.0;"Medium"
9;59;51621.0;"Medium"
9;60;52105.0;"High"
10;1;6328.0;"Low"
10;2;7547.0;"Medium"
10;3;9350.0;"Low"
10;4;10995.0;"Low"
10;5;10576.0;"Medium"
10;6;12493.0;"Low"
10;7;13583.0;"Medium"
10;8;15189.0;"Medium"
10;9;16193.0;""
10;10;16609.0;"Low"
10;11;16622.0;"Low"
10;12;18124.0;""
10;13;20013.0;"Low"
10;14;19679.0;"High"
10;15;21402.0;"Medium"
10;16;21063.0;"Low"
10;17;22046.0;"Low"
10;18;22216.0;"Medium"
10;19;23091.0;"Medium"
10;20;23546.0;"High"
10;21;24096.0;"Medium"
10;22;24240.0;"Medium"
10;23;24870.0;"Medium"
10;24;24695.0;"Medium"
10;25;25873.0;"Medium"
10;26;27772.0;"Medium"
10;27;29366.0;"High"
10;28;30973.0;"High"
10;29;30860.0;"Medium"
10;30;32305.0;"Medium"
10;31;34100.0;"Low"
10;32;35268.0;"Medium"
10;33;35674.0;"Low"
10;34;35346.0;"High"
10;35;37219.0;"Low"
10;36;37654.0;"Medium"
10;37;37561.0;"Low"
10;38;38929.0;"Medium"
10;39;39070.0;"Medium"
10;40;40101.0;"High"
10;41;40961.0;"Medium"
10;42;41937.0;"Medium"
10;43;41988.0;"Low"
10;44;42928.0;"Low"
10;45;43205.0;"Medium"
10;46;44345.0;"Medium"
10;47;46064.0;"Low"
10;48;47817.0;"Medium"
10;49;48452.0;"Low"
10;50;49040.0;"High"
10;51;50535.0;"Low"
10;52;51517.0;"Low"
10;53;51179.0;"High"
10;54;52152.0;"Medium"
10;55;52307.0;"Medium"
10;56;53342.0;"High"
10;57;53136.0;"High"
10;58;53129.0;"High"
10;59;54711.0;"High"
10;60;56592.0;"Low"
11;1;7597.0;"High"
11;2;7499.0;"Low"
11;3;8277.0;"High"
11;4;8869.0;"Medium"
11;5;9301.0;"Low"
11;6;9826.0;"Low"
11;7;10172.0;"High"
11;8;10845.0;"High"
11;9;11222.0;"Medium"
11;10;12233.0;"High"
11;11;14033.0;"Medium"
11;12;15113.0;"Medium"
11;13;15706.0;"Medium"
11;14;17353.0;""
11;15;18655.0;"Low"
11;16;18858.0;"Medium"
11;17;18398.0;"Low"
11;18;19289.0;"Medium"
11;19;20878.0;"Low"
11;20;20926.0;"High"
11;21;22304.0;"Low"
11;22;22753.0;"Low"
11;23;22985.0;"High"
11;24;24431.0;"Medium"
11;25;25049.0;"Low"
11;26;25780.0;"Medium"
11;27;26105.0;"High"
11;28;27860.0;"Medium"
11;29;28252.0;"Medium"
11;30;30112.0;""
11;31;30616.0;"High"
11;32;32308.0;"Medium"
11;33;31983.0;"Medium"
11;34;31784.0;"Medium"
11;35;31436.0;"Low"
11;36;32203.0;"Medium"
11;37;32312.0;"Medium"
11;38;34225.0;"Medium"
11;39;34394.0;"Medium"
11;40;35026.0;"Medium"
11;41;36829.0;"Medium"
11;42;37123.0;"Medium"
11;43;38874.0;"Medium"
11;44;38484.0;"Low"
11;45;40131.0;"Medium"
11;46;41908.0;"Low"
11;47;41677.0;"Medium"
11;48;42556.0;"High"
11;49;43732.0;"Low"
11;50;43307.0;"Medium"
11;51;44000.0;"Low"
11;52;43887.0;"High"
11;53;45059.0;"Low"
11;54;45115.0;"Low"
11;55;46450.0;"High"
11;56;47708.0;"Medium"
11;57;47619.0;"Low"
11;58;48837.0;"High"
11;59;48793.0;"Medium"
11;60;49382.0;"Medium"
12;1;2073.0;"High"
12;2;3206.0;"High"
12;3;3363.0;"High"
12;4;3638.0;"Low"
12;5;4335.0;"Medium"
12;6;4149.0;"High"
12;7;4012.0;"Medium"
12;8;4734.0;"Low"
12;9;5310.0;"Medium"
12;10;5918.0;"High"
12;11;6366.0;"Low"
12;12;6273.0;"Medium"
12;13;6542.0;"Low"
12;14;6080.0;"High"
12;15;8058.0;"Low"
12;16;8440.0;"High"
12;17;8326.0;"Low"
12;18;9673.0;""
12;19;9729.0;"Low"
12;20;11353.0;"Low"
12;21;11957.0;"Low"
12;22;11868.0;"High"
12;23;11731.0;"Medium"
12;24;13703.0;""
12;25;13765.0;"Medium"
12;26;14160.0;"High"
12;27;15641.0;"Low"
12;28;15476.0;"High"
12;29;16169.0;"Low"
12;30;17602.0;"Medium"
12;31;17422.0;"Low"
12;32;17726.0;"High"
12;33;17286.0;"Low"
12;34;18123.0;"Medium"
12;35;19950.0;"Medium"
12;36;21890.0;"Low"
12;37;21572.0;"Medium"
12;38;22543.0;"Low"
12;39;22953.0;"Low"
12;40;22729.0;"High"
12;41;22306.0;"Low"
12;42;22118.0;"Medium"
12;43;21659.0;"Medium"
12;44;21657.0;"Medium"
12;45;23041.0;"Low"
12;46;22919.0;""
12;47;23643.0;"Low"
12;48;25173.0;"Medium"
12;49;25586.0;"Medium"
12;50;27374.0;"Medium"
12;51;29288.0;"High"
12;52;30031.0;"Low"
12;53;30771.0;"High"
12;54;32540.0;"Medium"
12;55;34195.0;"Low"
12;56;34607.0;"Low"
12;57;34666.0;"Medium"
12;58;34874.0;"Low"
12;59;34963.0;"Medium"
12;60;34775.0;"Medium"
13;1;3765.0;"High"
13;2;5235.0;"Low"
13;3;7215.0;"Low"
13;4;7276.0;"High"
13;5;8571.0;"Low"
13;6;8353.0;"Low"
13;7;8740.0;"High"
13;8;9043.0;"Medium"
13;9;9375.0;"Medium"
13;10;10011.0;""
13;11;11912.0;"High"
13;12;12268.0;"Low"
13;13;11849.0;"Medium"
13;14;11513.0;"High"
13;15;12118.0;"Medium"
13;16;11769.0;"Medium"
13;17;11487.0;"Low"
13;18;12420.0;"Medium"
13;19;12101.0;"High"
13;20;13092.0;"Medium"
13;21;14832.0;"Medium"
13;22;15410.0;"Low"
13;23;15550.0;"Low"
13;24;15174.0;"Medium"
13;25;16378.0;"High"
13;26;18343.0;"Medium"
13;27;18889.0;"Low"
13;28;18412.0;"High"
13;29;19108.0;"Low"
13;30;19066.0;"Medium"
13;31;19473.0;"Low"
13;32;19436.0;"Medium"
13;33;19195.0;"Medium"
13;34;19255.0;"Low"
13;35;18798.0;"High"
13;36;20145.0;"High"
13;37;20935.0;"Low"
13;38;21980.0;"High"
13;39;21923.0;"Medium"
13;40;22963.0;"Low"
13;41;23978.0;"Low"
13;42;24127.0;"Medium"
13;43;24667.0;"High"
13;44;25514.0;"Medium"
13;45;25053.0;"Low"
13;46;26332.0;"Low"
13;47;27068.0;"High"
13;48;27516.0;"Medium"
13;49;27075.0;"Medium"
13;50;28402.0;"Low"
13;51;29663.0;"High"
13;52;30330.0;"Medium"
13;53;31541.0;"High"
13;54;32025.0;"High"
13;55;33910.0;"Medium"
13;56;33530.0;"Medium"
13;57;33600.0;"High"
13;58;34475.0;"Medium"
13;59;35468.0;"Medium"
13;60;36354.0;"Medium"
14;1;2547.0;"Medium"
14;2;3362.0;"Medium"
14;3;4332.0;"Medium"
14;4;6075.0;"Low"
14;5;6198.0;"Medium"
14;6;7543.0;"Low"
14;7;9312.0;"Low"
14;8;9577.0;"Medium"
14;9;10137.0;"Medium"
14;10;10284.0;"Low"
14;11;11183.0;"Medium"
14;12;12894.0;"Medium"
14;13;14557.0;"Medium"
14;14;15925.0;"Medium"
14;15;16992.0;"High"
14;16;17576.0;"High"
14;17;17588.0;"Low"
14;18;17392.0;"High"
14;19;17787.0;"Low"
14;20;18931.0;"Medium"
14;21;18663.0;""
14;22;20504.0;"Medium"
14;23;21307.0;""
14;24;22460.0;"Medium"
14;25;22467.0;"High"
14;26;23203.0;"Medium"
14;27;23880.0;""
14;28;23775.0;"Medium"
14;29;25526.0;""
14;30;25740.0;"Low"
14;31;27150.0;"Low"
14;32;28431.0;""
14;33;29506.0;"Low"
14;34;30310.0;"Low"
14;35;32120.0;"High"
14;36;33662.0;"High"
14;37;35381.0;"Medium"
14;38;37228.0;"Medium"
14;39;39055.0;"Low"
14;40;39293.0;"High"
14;41;41272.0;"Low"
14;42;42374.0;"Medium"
14;43;41966.0;"Medium"
14;44;43403.0;"Medium"
14;45;43671.0;"High"
14;46;45326.0;"Medium"
14;47;46579.0;"Low"
14;48;47871.0;"Medium"
14;49;49385.0;""
14;50;49611.0;"Medium"
14;51;50872.0;"Low"
14;52;50582.0;"Low"
14;53;52581.0;"High"
14;54;54123.0;"Medium"
14;55;55260.0;"Medium"
14;56;55100.0;"Low"
14;57;56264.0;"Medium"
14;58;57571.0;"Low"
14;59;58544.0;"Low"
14;60;58156.0;"Medium"
15;1;8937.0;"Low"
15;2;9951.0;"High"
15;3;10895.0;"Low"
15;4;12795.0;"Medium"
15;5;13859.0;"High"
15;6;14127.0;"High"
15;7;15596.0;"High"
15;8;15817.0;"High"
15;9;17578.0;"High"
15;10;19211.0;""
15;11;19761.0;"Low"
15;12;20251.0;"Medium"
15;13;21118.0;"Medium"
15;14;22146.0;"High"
15;15;22035.0;"Low"
15;16;24013.0;"Low"
15;17;25971.0;"Medium"
15;18;25783.0;"Medium"
15;19;27058.0;"High"
15;20;29011.0;"Low"
15;21;29023.0;"High"
15;22;30989.0;"Low"
15;23;31811.0;"Low"
15;24;32589.0;"High"
15;25;33654.0;"Low"
15;26;34186.0;"Medium"
15;27;34301.0;"Low"
15;28;35616.0;"Low"
15;29;35358.0;"Medium"
15;30;36500.0;"High"
15;31;37023.0;"High"
15;32;38077.0;"Medium"
15;33;39085.0;"High"
15;34;38887.0;"High"
15;35;38785.0;"Medium"
15;36;39860.0;"Medium"
15;37;39766.0;""
15;38;39941.0;"Low"
15;39;41570.0;"Low"
15;40;41712.0;"Medium"
15;41;43388.0;"Medium"
15;42;43679.0;"Medium"
15;43;44622.0;"Low"
15;44;44772.0;"High"
15;45;45791.0;"High"
15;46;47235.0;"Medium"
15;47;49066.0;"Medium"
15;48;49678.0;"Low"
15;49;50650.0;"Medium"
15;50;52581.0;"Medium"
15;51;53998.0;"Medium"
15;52;54333.0;"Medium"
15;53;56197.0;"Low"
15;54;57392.0;"High"
15;55;58953.0;"High"
15;56;60797.0;"High"
15;57;61901.0;"Low"
15;58;61948.0;"Low"
15;59;63815.0;"Low"
15;60;65452.0;"High"
16;1;8867.0;""
16;2;9390.0;"Low"
16;3;10353.0;"Low"
16;4;11487.0;"High"
16;5;11912.0;"Medium"
16;6;13030.0;"High"
16;7;14333.0;"High"
16;8;15860.0;"Medium"
16;9;15975.0;""
16;10;17832.0;"High"
16;11;18462.0;"Low"
16;12;18781.0;"Low"
16;13;19649.0;"High"
16;14;20502.0;"Low"
16;15;20732.0;"Low"
16;16;21168.0;"Medium"
16;17;22040.0;""
16;18;24001.0;"Low"
16;19;24573.0;"Low"
16;20;24586.0;"Medium"
16;21;25190.0;"High"
16;22;26536.0;"High"
16;23;28288.0;"High"
16;24;28367.0;"Low"
16;25;28031.0;"Medium"
16;26;29578.0;"Medium"
16;27;30979.0;"Low"
16;28;31664.0;"Low"
16;29;32065.0;"High"
16;30;33825.0;"Medium"
16;31;35522.0;"Medium"
16;32;36112.0;"Medium"
16;33;35632.0;"Low"
16;34;36964.0;"Medium"
16;35;38337.0;"Medium"
16;36;37935.0;"Medium"
16;37;38456.0;"Medium"
16;38;39884.0;"Medium"
16;39;40341.0;"Low"
16;40;41105.0;"Low"
16;41;42025.0;"Low"
16;42;43576.0;"Low"
16;43;43096.0;"Low"
16;44;43240.0;"Low"
16;45;43405.0;"Low"
16;46;45372.0;"Medium"
16;47;45161.0;"High"
16;48;46441.0;"Medium"
16;49;46911.0;"High"
16;50;46910.0;"High"
16;51;47513.0;"Low"
16;52;47826.0;"Medium"
16;53;49369.0;"High"
16;54;49915.0;"Low"
16;55;50783.0;"Medium"
16;56;52485.0;"Low"
16;57;53956.0;"Medium"
16;58;53535.0;"Medium"
16;59;54892.0;"High"
16;60;55339.0;"Medium"
17;1;5938.0;"Medium"
17;2;7348.0;"High"
17;3;8532.0;"Medium"
17;4;8501.0;"Medium"
17;5;8430.0;""
17;6;10034.0;"Low"
17;7;11185.0;"Medium"
17;8;12323.0;"Low"
17;9;13669.0;"Low"
17;10;14238.0;"Medium"
17;11;15750.0;"High"
17;12;16830.0;"Medium"
17;13;18565.0;"Low"
17;14;19527.0;"Medium"
17;15;19847.0;""
17;16;21251.0;"Medium"
17;17;22622.0;"Low"
17;18;24437.0;"High"
17;19;26180.0;"Medium"
17;20;27085.0;"Medium"
17;21;28834.0;"Low"
17;22;29803.0;"Medium"
17;23;29737.0;"Low"
17;24;30846.0;"High"
17;25;31408.0;"Medium"
17;26;32052.0;"Medium"
17;27;33379.0;"Medium"
17;28;33980.0;""
17;29;34052.0;"Medium"
17;30;34661.0;"Low"
17;31;36311.0;"Medium"
17;32;36450.0;"High"
17;33;36468.0;"High"
17;34;37703.0;"Medium"
17;35;38935.0;"Low"
17;36;40005.0;"High"
17;37;40699.0;"High"
17;38;42092.0;"Medium"
